Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__	0.002388119	0.001943185	0.001557272	0.003196266	0.003150865	0.000930731	0.002342718	0.001130498	0.003250748	0.000177066	0.001135038	0.000744585	0.000776366	0.000367752	0.000762745	0.000876249	0.000431314	0.000789986
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__	0.002029447	0.002360878	0.004571932	0.015386571	0.006782985	0.003504996	0.00692373	0.001993126	0.000227008	0.000167986	0.004376705	3.63E-05	0.000385913	0.000517577	0.000281489	0.002011287	0.00632897	0.00541186
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__	0.001575432	0.000490336	0.001230381	0.001598133	0.001071476	5.90E-05	0.000476716	0.001589053	0.00029965	0.000172526	0.000399533	0.000136205	0.00060838	0.000199767	0.00029057	0.000794526	0.003032821	0.000581139
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__	6.81E-05	2.27E-05	4.54E-05	9.08E-06	0	9.08E-06	7.26E-05	0.000190686	9.08E-06	0	0	4.54E-06	0.000122584	3.18E-05	0	9.08E-06	8.63E-05	9.99E-05
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__;f__	0.000463095	0.00029965	0.000195226	0.000503957	0.001293943	0.000131664	0.000349592	0.000204307	0.000104423	5.90E-05	0.000263329	9.53E-05	0.000195226	7.72E-05	0.000204307	0.000499417	9.08E-05	0.000431314
k__Bacteria;p__FBP;c__;o__;f__	0.000108964	0.000140745	0.000122584	2.27E-05	5.45E-05	1.82E-05	1.82E-05	3.63E-05	3.63E-05	4.99E-05	4.54E-05	4.99E-05	9.53E-05	6.81E-05	6.81E-05	3.63E-05	0.000227008	0.000177066
k__Bacteria;p__FCPU426;c__;o__;f__	0.00302374	0.002215594	0.005520823	0.004231421	0.004167858	0.008839674	0.016389944	0.002043068	0.001357505	3.18E-05	0.009316389	0.003041901	0.000177066	9.08E-05	0.002942018	0.003722924	0.000658322	0.000426774
k__Bacteria;p__Fibrobacteres;c__;o__;f__	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__	3.63E-05	4.99E-05	7.26E-05	2.27E-05	1.36E-05	5.45E-05	3.18E-05	0.000962512	3.18E-05	0	7.72E-05	4.54E-05	8.63E-05	1.36E-05	4.54E-05	0.000154365	0.00029511	4.54E-05
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Ucp1540;f__	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__SBZC_2415;o__;f__	0	9.08E-06	0	0	0	0	0	2.27E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1;f__TSCOR003-O20	6.36E-05	4.09E-05	9.08E-06	0	4.99E-05	1.82E-05	0	0	9.08E-06	2.27E-05	1.82E-05	0	2.72E-05	1.82E-05	4.09E-05	2.27E-05	1.82E-05	1.82E-05
k__Bacteria;p__Firmicutes;Other;Other;Other	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	6.81E-05	0.000149825	6.36E-05	2.27E-05	4.54E-06	1.36E-05	2.72E-05	3.18E-05	0	0.000272409	3.63E-05	2.27E-05	0.000131664	0.000127124	7.72E-05	0.000490336	6.36E-05	4.09E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	1.82E-05	1.36E-05	5.90E-05	2.27E-05	2.72E-05	0	0.000131664	0.000186146	9.08E-06	1.36E-05	9.08E-06	3.18E-05	0.00030873	8.63E-05	4.99E-05	3.18E-05	6.81E-05	2.72E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.000149825	0.000190686	0.000122584	3.63E-05	2.72E-05	0.000662862	0.001970425	0.0005993	0.00089441	0.014283314	0.000140745	0.00030873	0.001675316	0.002728631	0.00089441	0.002152031	0.000122584	0.000149825
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.001620834	0.00150733	0.000799067	0.001112337	0.000399533	0.002015827	0.004013493	0.0054164	0.000394993	0.006792066	0.002133871	0.000735504	0.005334677	0.003859128	0.002351798	0.012403692	0.004290443	0.000948892
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	3.18E-05	1.36E-05	0	4.09E-05	1.36E-05	9.53E-05	4.09E-05	9.99E-05	1.82E-05	4.54E-06	5.45E-05	3.63E-05	0.001997666	0.000444935	5.45E-05	0.001098716	4.99E-05	8.63E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.000204307	0.000426774	0.000163445	0.000149825	0.000122584	8.17E-05	0.000349592	0.000435854	9.99E-05	0.000394993	6.36E-05	1.82E-05	0.000240628	9.99E-05	5.45E-05	0.000404073	0.000263329	5.90E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae	0	0	0	9.08E-06	0	0	0.000508497	6.81E-05	0	4.09E-05	0	0	2.27E-05	0.000467636	1.82E-05	0.000172526	9.08E-06	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.000177066	0.001938644	0.000544818	9.08E-06	0.000127124	4.54E-06	4.54E-05	4.54E-05	0.000213387	1.82E-05	2.27E-05	3.63E-05	0.000154365	1.82E-05	2.72E-05	5.45E-05	9.08E-06	0.000104423
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	0	1.36E-05	9.08E-06	0	0	4.54E-06	0.000122584	0.00031327	1.82E-05	0	3.63E-05	0	0.00059476	5.45E-05	9.08E-06	9.08E-06	2.72E-05	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	9.08E-06	1.36E-05	3.63E-05	0	2.27E-05	0	9.08E-06	0	0	0	0	1.82E-05	9.08E-06	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	4.54E-06	0	0	0	4.54E-05	0	0	4.54E-06	0	0	0	0	4.54E-06	0	9.08E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	4.99E-05	0.000199767	8.17E-05	4.54E-06	1.82E-05	0	1.36E-05	1.36E-05	3.63E-05	3.18E-05	0	4.99E-05	6.81E-05	9.08E-06	2.72E-05	0	1.82E-05	3.18E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	4.09E-05	0	1.36E-05	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	4.54E-06	0	0	0	1.36E-05	0	0	0	0	0	0	0	0	9.08E-06	9.08E-06	0	9.08E-06	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	3.63E-05	0.000104423	8.63E-05	4.54E-06	9.08E-06	0	0	9.08E-06	0	1.82E-05	0	4.54E-06	0	1.36E-05	0	0	0.000118044	4.99E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0	0	0	0	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	1.82E-05	9.08E-06	9.08E-06	0.000390453	0	1.36E-05	0	1.36E-05	0	0	0	0	0	4.54E-06	4.54E-06	0	3.63E-05	1.36E-05
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	3.63E-05	2.72E-05	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	1.82E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__	7.72E-05	8.17E-05	1.36E-05	4.54E-06	4.54E-06	0	4.54E-06	0.000181606	2.27E-05	1.82E-05	0	4.54E-06	9.08E-06	3.18E-05	4.54E-05	0	4.54E-06	4.54E-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.000195226	0.000163445	9.53E-05	1.82E-05	0.000263329	7.72E-05	0.000122584	0.000154365	0.000390453	0.00030873	7.26E-05	3.63E-05	0.000358672	9.99E-05	0.000140745	9.53E-05	1.82E-05	0.000217927
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.000154365	0.000276949	0.000177066	5.45E-05	0.000186146	2.72E-05	3.63E-05	1.82E-05	0.000490336	0.000177066	1.36E-05	5.45E-05	0.000140745	0.000113504	0.000108964	9.53E-05	3.18E-05	0.000172526
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caldicoprobacteraceae	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.000245168	0.000249708	0.000136205	0.000118044	6.81E-05	5.90E-05	2.72E-05	6.81E-05	0.000113504	5.45E-05	4.54E-06	5.45E-05	0.000217927	3.18E-05	0.000122584	6.36E-05	4.99E-05	0.000158905
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.00120768	0.001466469	0.000640161	0.00030419	0.000553898	0.00029511	0.001362045	0.000572059	0.000622001	0.000385913	9.08E-05	0.000240628	0.001080556	0.000476716	0.000408614	0.000435854	0.000994293	0.001130498
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8	4.09E-05	0	9.08E-06	0	2.27E-05	0	9.08E-06	0	4.54E-06	0	0	4.54E-06	2.72E-05	0	0	1.36E-05	0	3.63E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0	0	0	0	0	0	0	1.36E-05	4.54E-06	0	0	0	3.18E-05	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	0.000558439	0.000449475	0.00031327	7.72E-05	0.00029511	9.08E-06	3.18E-05	8.63E-05	0.000213387	0.000163445	4.54E-05	5.90E-05	0.000263329	0.000127124	0.000254248	0.000167986	4.09E-05	0.000354132
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	8.17E-05	4.54E-05	4.09E-05	5.90E-05	0.000131664	1.82E-05	8.63E-05	8.63E-05	4.54E-05	0	1.82E-05	4.54E-06	1.36E-05	4.54E-06	4.99E-05	2.27E-05	5.90E-05	5.45E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.00029965	0.000181606	0.000140745	0.000276949	0.000199767	2.27E-05	5.90E-05	0.000186146	9.08E-05	3.63E-05	2.72E-05	4.09E-05	0.000204307	3.63E-05	0.000122584	8.17E-05	5.45E-05	0.000208847
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.001071476	0.000635621	0.000499417	0.000626541	0.000526657	8.63E-05	0.000131664	0.000263329	0.000231548	0.00029965	8.17E-05	0.000186146	0.00089895	0.000172526	0.000367752	0.000204307	0.000127124	0.000617461
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__SBYG_4172	2.72E-05	0	0	0	0	0	9.08E-06	9.08E-06	0	4.54E-06	0	0	0	9.08E-06	0	9.08E-06	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Sulfobacillaceae	0	0	1.36E-05	0	0	0	0	0	0.000431314	0.000281489	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae	3.18E-05	0	0	0	0	0	0	2.72E-05	0	0	0	0	1.36E-05	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	1.82E-05	4.99E-05	0	4.54E-06	4.54E-06	0	0	4.54E-06	2.72E-05	4.54E-06	0	0	2.72E-05	0	4.54E-06	0	1.36E-05	4.54E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.000240628	0.000263329	0.000136205	4.54E-06	0.000163445	3.63E-05	4.99E-05	9.99E-05	0.000104423	6.36E-05	3.63E-05	2.72E-05	0.000177066	5.45E-05	0.000122584	4.09E-05	7.72E-05	0.000272409
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	1.36E-05	9.08E-06	0	9.08E-06	4.54E-06	0	0	0	1.82E-05	1.36E-05	0	0	4.54E-06	4.54E-06	0	0	0	9.08E-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0	4.99E-05	0	0	0	0	9.08E-06	4.54E-06	9.08E-06	4.09E-05	0	4.54E-06	0	0	4.54E-06	1.82E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08;f__	1.36E-05	4.09E-05	1.82E-05	0	0	0	9.08E-06	9.08E-06	0	0	0	0	3.63E-05	0	0	0	0	9.08E-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Anaerobrancaceae	0	0	0	0	0	0	0	0	0	0	0	0	3.18E-05	0	0	0	2.72E-05	3.18E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__	0.000703723	0.000349592	0.000267869	0.000581139	0.000236088	3.18E-05	3.18E-05	4.54E-05	0.000122584	0.000158905	2.27E-05	5.90E-05	0.000263329	0.000104423	5.90E-05	9.08E-05	8.17E-05	0.000317811
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Carboxydocellaceae	0	0	0	0	0	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	0	0	0	0	0	0	0	9.08E-06	4.54E-06	0	0	0	4.99E-05	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0	0	4.54E-06	0	0	4.54E-06	0	0	0	0	0	0	1.36E-05	0	0	0	0	0
k__Bacteria;p__GAL15;c__;o__;f__	0.000426774	0.000108964	0.000213387	0.000876249	1.36E-05	0.000167986	0.000213387	0	0.001884163	0.000653782	1.82E-05	0.000880789	0.000844468	0.000490336	0.000195226	4.54E-06	9.08E-06	0.000131664
k__Bacteria;p__GN02;c__3BR-5F;o__;f__	4.09E-05	2.72E-05	9.08E-06	0	9.08E-06	9.08E-06	4.54E-06	4.54E-06	9.08E-06	4.54E-06	4.54E-06	9.08E-06	3.18E-05	0	0	6.36E-05	1.36E-05	0
k__Bacteria;p__GN02;c__BB34;o__;f__	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	1.82E-05	0	0	0	4.54E-06	0
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0
k__Bacteria;p__GN02;c__GKS2-174;o__;f__	1.82E-05	0	0	6.81E-05	0	0	9.08E-06	0	0	4.54E-06	0	0	3.63E-05	0	9.08E-06	1.36E-05	0	1.36E-05
k__Bacteria;p__GN02;c__GN07;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63E-05	0
k__Bacteria;p__GN04;c__;o__;f__	8.63E-05	0.000195226	4.99E-05	3.63E-05	6.36E-05	3.18E-05	1.36E-05	0.000726424	3.18E-05	9.08E-06	0	4.54E-06	0.000971592	5.45E-05	9.08E-06	4.99E-05	1.36E-05	0.000186146
k__Bacteria;p__GN04;c__GN15;o__;f__	2.72E-05	0.000154365	4.09E-05	2.72E-05	7.72E-05	9.08E-06	2.27E-05	4.54E-06	0.000104423	4.99E-05	0	1.36E-05	0.000131664	2.72E-05	8.17E-05	4.09E-05	1.82E-05	0.000154365
k__Bacteria;p__GN04;c__MSB-5A5;o__;f__	0	0	0	0	0	0	0	1.36E-05	0	9.08E-06	0	0	3.18E-05	0	0	0	0	4.54E-06
k__Bacteria;p__GOUTA4;c__;o__;f__	5.45E-05	2.27E-05	1.36E-05	4.54E-06	2.72E-05	0	1.82E-05	1.82E-05	4.54E-06	1.82E-05	4.54E-06	0	4.54E-05	9.08E-06	0	0	4.54E-06	0
k__Bacteria;p__Gemmatimonadetes;c__;o__;f__	0	0	0	0	0	0	0	4.54E-06	1.82E-05	9.08E-06	0	0	0	1.36E-05	0	1.36E-05	0	4.54E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__	0.007345964	0.005053188	0.003100923	0.003718384	0.002288236	0.000349592	0.001575432	0.009661441	0.001902323	0.001057855	0.00060384	0.000717344	0.008984958	0.009479835	0.002637828	0.004254121	0.00962966	0.004649114
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__	0.000108964	2.27E-05	6.81E-05	4.54E-06	5.45E-05	0	4.54E-06	0.000349592	4.54E-06	7.72E-05	0	2.27E-05	0.000422234	2.27E-05	6.36E-05	4.09E-05	9.53E-05	7.72E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__	1.82E-05	0	9.08E-06	0	0	0	4.54E-06	0	0	9.08E-06	0	0	0	0	4.54E-06	0	4.54E-06	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__	0.000199767	0.000172526	4.09E-05	1.82E-05	0	0	9.08E-06	0.000145285	9.08E-06	2.72E-05	1.36E-05	1.36E-05	0.000758205	1.82E-05	2.72E-05	4.54E-05	4.54E-05	0.000113504
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other	4.54E-05	9.08E-06	0.000217927	2.72E-05	0	1.82E-05	4.99E-05	3.18E-05	4.54E-06	1.36E-05	1.82E-05	0	1.82E-05	1.36E-05	1.36E-05	0	4.54E-06	4.54E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__	0.001171359	0.001030614	0.001679856	0.000957972	0.001979506	0.001007913	0.002129331	0.000717344	0.000258789	0.000272409	0.001761579	0.000272409	0.003840968	0.000463095	0.000522117	0.001148658	0.00121222	0.001125957
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114;f__	0	0	0	0	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	0	0	9.08E-06	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__	0.000930731	0.000730964	0.001902323	0.001289403	0.00030873	0.001389286	0.001171359	0.00179336	0.000186146	0.000231548	0.00149371	0.000172526	0.00029965	0.000921651	0.001085096	0.001175899	0.002188353	0.000885329
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;Other	4.09E-05	4.54E-05	0	4.54E-06	0	0	4.54E-06	1.82E-05	0	0	0	0	0	0	0	0	4.54E-06	4.54E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__	9.08E-06	0	4.54E-06	0	0	4.54E-06	0	0.000136205	0	0	4.54E-06	4.09E-05	1.36E-05	9.08E-06	2.27E-05	4.54E-06	0.000163445	9.08E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301	2.72E-05	0.000263329	0.000195226	2.27E-05	0.000145285	4.54E-06	1.82E-05	0.00029965	8.17E-05	4.99E-05	1.82E-05	3.18E-05	4.09E-05	4.09E-05	1.82E-05	2.27E-05	0.000349592	0.000154365
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	9.53E-05	6.81E-05	4.99E-05	4.54E-06	4.99E-05	0	1.82E-05	9.08E-05	2.72E-05	2.27E-05	4.54E-06	0	0	0	1.36E-05	6.81E-05	8.17E-05	3.18E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__	0.000181606	0.000208847	0.000885329	0.000926191	0.000626541	0.001112337	0.001348425	0.000526657	3.18E-05	3.63E-05	3.63E-05	0	9.08E-05	2.72E-05	4.09E-05	4.54E-05	0.000494876	0.00089441
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__	0.001175899	0.000985213	0.000558439	0.000149825	0.000481256	5.90E-05	0.000204307	0.003781946	0.000494876	0.000213387	0.000136205	0.000167986	0.000708264	0.000349592	0.000426774	0.000267869	0.004190559	0.000862629
k__Bacteria;p__LCP-89;c__;o__;f__	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__LD1;c__;o__;f__	0	0	4.54E-06	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	1.36E-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Lentisphaerales;f__Arctic95B-10	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Lentisphaerales;f__Lentisphaeraceae	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__MVS-104;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__NC10;c__12-24;Other;Other	0	9.08E-06	4.54E-06	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	3.63E-05	0	9.08E-06	0	0
k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__	0.000118044	0.000136205	0.000140745	2.27E-05	0.000104423	2.27E-05	1.82E-05	2.72E-05	6.36E-05	1.36E-05	4.54E-06	1.82E-05	8.63E-05	4.54E-05	8.17E-05	2.72E-05	1.36E-05	0.000131664
k__Bacteria;p__NC10;c__wb1-A12;o__;f__	1.82E-05	0	2.72E-05	0	0	0	9.08E-06	0	1.36E-05	0	0	0	4.54E-06	0	4.54E-06	0	4.54E-06	1.82E-05
k__Bacteria;p__NKB19;c__;o__;f__	2.27E-05	2.27E-05	1.82E-05	0	1.82E-05	0	0	4.54E-05	4.54E-05	2.27E-05	4.54E-06	1.36E-05	8.63E-05	0	1.36E-05	2.27E-05	4.54E-06	2.27E-05
k__Bacteria;p__NKB19;c__TSBW08;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	9.08E-06
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__	0.000104423	2.72E-05	0.000562979	9.53E-05	0.002633287	0.000335971	0.000926191	0.000622001	0	0	1.82E-05	0.000435854	0.001330264	0.007132577	0.000644701	0.003355171	0.00031327	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21	0.000449475	0.000408614	0.000213387	6.81E-05	0.000245168	3.18E-05	4.54E-05	0.003772865	0.000190686	0.000131664	4.09E-05	4.99E-05	0.005502663	0.000131664	0.000131664	0.000558439	0.001475549	0.00030419
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	0	0	0	0	0	0	0	4.54E-05	0	0	0	0	0	0	0	0	9.08E-06	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW	0.003218967	0.002896616	0.001175899	0.000345051	0.001766119	0.000195226	0.000408614	0.000372292	0.000876249	0.000730964	0.000272409	0.00059476	0.001866002	0.001130498	0.001121417	0.000780906	0.000390453	0.00151187
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	0.010805559	0.011200552	0.004921523	0.001312104	0.005670648	0.001130498	0.003863668	0.026827751	0.008226753	0.002528864	0.000853548	0.002583346	0.027172803	0.007391366	0.006705803	0.007041774	0.013366204	0.007282402
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae]	0.000231548	0.000190686	0.000780906	9.53E-05	0.000204307	0	4.54E-05	0.000644701	5.90E-05	4.09E-05	9.08E-06	4.54E-06	0.000108964	3.63E-05	4.09E-05	1.36E-05	0.000699183	0.000367752
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0.000880789	0.001275782	0.000408614	5.45E-05	0.000481256	9.53E-05	0.000181606	0.000172526	0.000345051	0.000249708	0.000104423	0.000122584	0.000835388	0.000449475	0.000376833	0.000172526	0.000172526	0.000776366
k__Bacteria;p__OD1;c__;o__;f__	6.36E-05	9.53E-05	0.000367752	0.000626541	0.000149825	0.000204307	0.000281489	0.000254248	9.08E-06	0	3.63E-05	4.54E-06	0.000118044	4.54E-05	4.99E-05	8.17E-05	0.000122584	0.000145285
k__Bacteria;p__OD1;c__ABY1;o__;f__	5.90E-05	3.18E-05	0.000158905	3.18E-05	9.08E-05	9.08E-06	0.000199767	0.000372292	0	4.54E-06	0	1.36E-05	0.000240628	5.45E-05	2.27E-05	1.36E-05	8.17E-05	4.54E-05
k__Bacteria;p__OD1;c__Mb-NB09;o__;f__	5.45E-05	4.99E-05	0	0.000122584	1.82E-05	0	0	0.00118952	1.36E-05	9.08E-06	4.54E-06	9.08E-06	0.000154365	0	5.90E-05	0.00030419	5.90E-05	0.000104423
k__Bacteria;p__OD1;c__ZB2;o__;f__	0.000444935	0.000108964	0.000422234	0.001080556	0.000426774	0.000136205	0.001825141	0.000549358	4.54E-05	4.99E-05	0.000717344	7.26E-05	0.00029965	0.000272409	0.000254248	0.001675316	0.00030419	0.000240628
