Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	0.000476716	0.000485796	0.000317811	8.63E-05	0.000426774	9.99E-05	0.000104423	0.000281489	0.000276949	0.000186146	0.000167986	0.000426774	0.001675316	0.000472176	0.00029511	0.000281489	0.000149825	0.00089895
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__	0.00330523	0.003255288	0.002515244	0.001121417	0.002006747	0.001956805	0.001729797	0.004703596	0.001788819	0.001325724	0.002170192	0.001289403	0.006978212	0.002074849	0.003078222	0.002043068	0.002238294	0.00181152
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__AF420338	0	0	0	0	4.54E-06	2.27E-05	0	0	0	0	4.54E-06	0	0	4.54E-05	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__BPC076	2.72E-05	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	0.001248541	0.001847841	0.002329097	0.001620834	0.001575432	0.001956805	0.002837594	0.001234921	0.000349592	0.000222467	0.004167858	0.000431314	0.000821767	0.001121417	0.000658322	0.000835388	0.001829681	0.001530031
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DTB120	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales	0.000186146	0.000195226	3.18E-05	2.72E-05	9.99E-05	1.82E-05	2.27E-05	3.18E-05	7.72E-05	5.90E-05	4.54E-06	1.82E-05	0.000199767	4.99E-05	5.90E-05	3.63E-05	1.36E-05	0.000167986
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	0.001021534	0.000876249	0.000463095	5.45E-05	0.000317811	7.72E-05	7.26E-05	0.000726424	0.00029057	0.000245168	5.45E-05	9.99E-05	0.000735504	0.000276949	0.00029965	0.000227008	0.000118044	0.000631081
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.000208847	9.99E-05	6.81E-05	4.54E-06	6.81E-05	0	2.72E-05	6.36E-05	4.54E-05	5.90E-05	1.82E-05	4.99E-05	5.90E-05	4.99E-05	1.82E-05	3.18E-05	1.36E-05	0.000149825
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	0.102448503	0.097994615	0.051262843	0.009252827	0.055721271	0.008962258	0.014315096	0.090276359	0.042550294	0.024911808	0.010324303	0.016172017	0.072887581	0.034600489	0.032380356	0.026895853	0.014015446	0.068710643
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87	0.000140745	0.000281489	0.00029057	0.000118044	0.000149825	0.000136205	0.000340511	0.000367752	8.17E-05	3.63E-05	0.000249708	0.000476716	6.36E-05	0.000326891	0.000240628	7.26E-05	0.000762745	0.000113504
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09	5.45E-05	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	1.36E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__IndB3-24	0	0	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MBNT15	7.72E-05	0.000158905	4.99E-05	2.27E-05	3.18E-05	0	9.08E-06	6.36E-05	1.36E-05	1.36E-05	0	6.36E-05	0.000830848	9.99E-05	4.09E-05	4.54E-05	3.18E-05	0.000154365
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46	0.001230381	0.001548191	0.003282529	0.00179336	0.0018206	0.002842134	0.004140618	0.001956805	0.001343885	0.000131664	0.00331431	0.000712804	0.000458555	0.003191726	0.002547025	0.002637828	0.001897783	0.00088987
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.024244405	0.021765483	0.016194718	0.013624993	0.016308222	0.019331962	0.015223126	0.031513187	0.011577385	0.003477756	0.014950717	0.006047481	0.016385404	0.007704636	0.008285775	0.010292522	0.025751735	0.015304848
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	0.000690103	0.000540278	0.000263329	4.54E-05	0.000340511	4.09E-05	9.53E-05	0.002674149	0.000227008	8.63E-05	7.72E-05	7.26E-05	0.000372292	0.000190686	0.000167986	0.000199767	0.000417694	0.000531198
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NKB15	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	0.000440395	0.000717344	0.000463095	0.00029057	0.000354132	0.000367752	0.000540278	0.000390453	9.08E-06	3.18E-05	0.000440395	0.000208847	0.000108964	7.72E-05	6.36E-05	6.36E-05	0.000449475	0.000276949
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sva0853	9.08E-06	1.36E-05	0.000394993	1.36E-05	0.001734338	0	2.27E-05	0.000558439	9.08E-06	0	4.54E-06	0	0.000158905	1.36E-05	1.36E-05	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	0.014047227	0.012626159	0.015736163	0.012862247	0.016389944	0.007700096	0.011273194	0.037342741	0.021338709	0.034650431	0.002755872	0.019722415	0.169397567	0.012771444	0.019963043	0.047399175	0.017792851	0.033320167
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Thermodesulfobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales]	0.000708264	0.000494876	0.000249708	5.45E-05	0.000199767	4.09E-05	6.36E-05	0.003173565	0.000217927	7.72E-05	5.45E-05	9.08E-05	0.000245168	0.000254248	0.000113504	6.36E-05	0.002587886	0.000399533
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	1.36E-05	7.72E-05	1.36E-05	0	3.18E-05	9.08E-06	0	9.08E-06	4.54E-06	4.54E-06	0	0	9.08E-06	0	0	4.54E-06	9.08E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000354132	9.53E-05	0.000249708	0.00030873	0.001139578	0.000771826	0.00029057	0.000104423	4.09E-05	9.08E-06	0.00030873	3.18E-05	0.001906863	3.63E-05	0.000140745	3.18E-05	9.08E-05	0.000118044
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	0.001135038	0.000494876	0.001221301	0.001648075	0.003545858	0.001747958	0.006864708	0.000880789	0.000367752	0.000113504	0.000131664	6.36E-05	0.0005993	0.000190686	0.000177066	0.000158905	0.000272409	0.000485796
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16	0	3.63E-05	0	0	1.82E-05	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales	0	1.82E-05	0	0	1.36E-05	0	0	2.27E-05	0	1.36E-05	4.54E-06	0	0	0	9.08E-06	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	6.36E-05	4.54E-06	6.81E-05	0	3.63E-05	0	9.08E-06	0	1.36E-05	2.72E-05	0	9.08E-06	5.45E-05	0	1.82E-05	0	0	2.27E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	0.000399533	0.000440395	0.000263329	4.54E-05	0.000163445	3.18E-05	4.99E-05	0.000345051	0.000254248	9.99E-05	4.54E-05	8.63E-05	0.00029511	0.000145285	0.000222467	0.000127124	5.45E-05	0.000263329
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.001016994	0.000962512	0.00028603	0.000553898	0.001012454	0.000735504	0.001480089	0.00031327	0.000490336	5.90E-05	0.00061292	0.000108964	0.005289276	0.000113504	0.000444935	0.000104423	9.99E-05	0.00029511
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.00030873	0.000276949	9.53E-05	5.90E-05	6.36E-05	7.72E-05	6.36E-05	5.45E-05	0.000254248	0.000258789	0.000345051	2.72E-05	0.000227008	1.82E-05	0.000726424	2.27E-05	0.000267869	0.000217927
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188	0.000485796	0.000535738	0.00029965	4.99E-05	0.00029511	2.27E-05	6.36E-05	0.001362045	0.000199767	7.72E-05	4.54E-05	6.81E-05	0.000245168	0.000108964	0.000181606	7.72E-05	0.001094176	0.000345051
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.005021407	0.00271955	0.011554684	0.006079262	0.007899862	0.007250621	0.011250494	0.007881702	0.003069142	0.000467636	0.005243874	0.004031654	0.000499417	0.00119406	0.002351798	0.001956805	0.003786486	0.004326764
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	0.001407447	0.001434688	0.000776366	9.99E-05	0.000712804	0.000149825	0.000131664	0.000172526	0.000658322	0.000213387	7.26E-05	0.000186146	0.008372038	0.000354132	0.000372292	0.00031327	0.000154365	0.000926191
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.000131664	0.001539111	0.000195226	4.54E-06	0.000113504	4.54E-06	1.82E-05	1.82E-05	9.53E-05	4.54E-05	4.54E-06	6.81E-05	6.36E-05	9.99E-05	4.09E-05	8.63E-05	1.82E-05	0.000281489
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PYR10d3	0	0	0	0	4.54E-06	0	2.27E-05	4.54E-06	0	0	1.36E-05	0	4.09E-05	0	0	4.54E-06	4.54E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	5.45E-05	0.000122584	8.17E-05	0	1.36E-05	9.08E-06	1.36E-05	0	2.27E-05	2.72E-05	9.08E-06	1.36E-05	0	4.54E-06	2.72E-05	0	0	6.81E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.001262162	0.000644701	0.000354132	0.000558439	0.000281489	0.000118044	0.002687769	0.002138411	0.000354132	0.000149825	0.000136205	0.000145285	0.000572059	0.000190686	0.000276949	0.000136205	0.00090803	0.000631081
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__RCP1-48	0	9.08E-06	0	0	0	0	0	4.54E-06	0	0	0	0	0	2.27E-05	0	1.82E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales	2.27E-05	2.72E-05	0	0	2.72E-05	0	0	0	0	0	0	0	4.09E-05	4.54E-06	0	9.08E-06	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	0.003223507	0.002846675	0.001988586	0.000376833	0.001625374	0.00089895	0.000440395	0.004621874	0.001248541	0.00061292	0.000340511	0.000440395	0.004036194	0.00088987	0.001007913	0.000640161	0.001997666	0.002074849
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	9.08E-06	0	0	0	0	2.27E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.031703873	0.033147641	0.023290974	0.022401104	0.031104573	0.027349869	0.020875613	0.014950717	0.014360497	0.009865748	0.030164762	0.005797773	0.01174083	0.005661568	0.009802186	0.014042686	0.017416019	0.031998983
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	0	2.72E-05	0	0	9.08E-06	4.54E-06	9.08E-06	4.54E-06	2.27E-05	1.36E-05	0	9.08E-06	7.72E-05	9.08E-06	2.27E-05	4.99E-05	4.54E-06	3.18E-05
k__Bacteria;p__Proteobacteria;c__TA18;o__CV90	1.82E-05	4.54E-06	4.54E-06	0	0	0	9.08E-06	7.26E-05	0	1.82E-05	0	0	2.72E-05	1.36E-05	0	9.08E-06	0.000136205	0
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29	3.18E-05	9.08E-06	2.72E-05	4.99E-05	2.72E-05	2.72E-05	1.36E-05	0.000186146	1.82E-05	0	0.000104423	0	3.18E-05	7.72E-05	4.54E-06	9.08E-06	0.000249708	0.000127124
k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__SAR406;c__AB16;o__ZA3648c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__SBR1093;c__;o__	0	0	7.26E-05	0	4.54E-06	0.000190686	0	0	0	0.000399533	2.72E-05	5.45E-05	0.006233627	0.002660528	0.004862502	0.002851215	0	0
k__Bacteria;p__SC4;c__;o__	3.18E-05	0	9.08E-06	0	9.08E-06	0	0	4.54E-06	2.27E-05	1.36E-05	0	0	9.08E-06	2.27E-05	0	9.08E-06	0	2.27E-05
k__Bacteria;p__SR1;c__;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Spirochaetes;c__GN05;o__	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Spirochaetes;c__GN05;o__SBYZ_6080	4.54E-06	0	0	0	4.54E-06	0	0	0	0	1.82E-05	0	0	1.36E-05	0	1.36E-05	4.54E-06	0	1.36E-05
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__M2PT2-76	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	3.63E-05
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales	0	0	0	0	0	0	3.18E-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	0.000503957	0.00029511	0.000544818	0.00330069	0.000717344	0.000667402	0.001116877	0.00059476	0.000213387	0.000154365	0.000363212	6.81E-05	0.000276949	4.09E-05	0.000676482	0.000131664	0.000399533	0.000227008
k__Bacteria;p__Spirochaetes;c__[Brevinematae];o__[Brevinematales]	0	3.63E-05	4.09E-05	0	0	0	9.08E-06	0	4.54E-06	0	0	4.54E-06	0	0	9.08E-06	3.18E-05	9.08E-06	9.08E-06
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]	5.90E-05	2.72E-05	3.63E-05	1.82E-05	5.90E-05	1.82E-05	0	0.000199767	9.53E-05	1.82E-05	4.54E-06	0	5.45E-05	2.27E-05	4.99E-05	1.82E-05	4.99E-05	2.72E-05
k__Bacteria;p__TM6;c__SBRH58;o__	0	9.08E-06	0.001557272	7.72E-05	0.000199767	7.26E-05	0.001729797	9.53E-05	4.54E-06	0	0.000363212	6.36E-05	2.72E-05	9.08E-06	1.36E-05	0	0.000108964	2.72E-05
k__Bacteria;p__TM6;c__SJA-4;o__	0.005257495	0.000581139	0.005602546	0.001757038	0.004794399	0.003668442	0.008562724	0.003291609	0.00060838	9.08E-05	0.001738878	0.000435854	0.000735504	0.000408614	0.001952265	0.003368792	0.001330264	0.002542484
k__Bacteria;p__TM6;c__SJA-4;o__S1198	3.18E-05	0	0	4.54E-05	4.99E-05	0	4.09E-05	1.82E-05	0	0	0	4.54E-06	0	0	0	0	4.54E-06	4.09E-05
k__Bacteria;p__TM6;c__SJA-4;o__YJF2-48	0	0	0	9.08E-06	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM7;c__SC3;o__	6.36E-05	0.000272409	0.000249708	0.000186146	0.000213387	0.000272409	0.000163445	9.08E-05	0	2.72E-05	7.72E-05	0	8.17E-05	5.90E-05	4.09E-05	4.09E-05	0.000249708	0.000376833
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0	2.72E-05	0	0	4.54E-06	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	4.54E-06	0	0	0	0
k__Bacteria;p__Verrucomicrobia;Other;Other	1.36E-05	0	9.08E-06	0	0	0	4.54E-06	4.99E-05	0	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Verrucomicrobia;c__;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;Other	0	0	0	0	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__	4.54E-05	3.18E-05	4.54E-06	0	0	0	1.82E-05	2.72E-05	4.54E-06	1.82E-05	0	1.36E-05	3.63E-05	0	4.54E-06	2.27E-05	1.82E-05	1.82E-05
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales	0.002515244	0.001775199	0.002619667	0.001875082	0.002061228	0.005166692	0.003627581	0.002683229	0.000780906	0.000481256	0.003377872	0.001970425	0.002242835	0.001970425	0.002478922	0.003087303	0.002755872	0.002024907
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	2.27E-05	2.27E-05	0.000177066	4.09E-05	3.63E-05	2.72E-05	9.08E-06	7.72E-05	0	9.08E-06	0	0	3.63E-05	0	1.82E-05	0	0.000163445	1.82E-05
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	0	0	9.08E-06	0	0	0	0	2.72E-05	4.54E-06	0	0	0	0	0	0	0	1.82E-05	0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__R76-B128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41	5.45E-05	1.36E-05	4.54E-06	0	1.82E-05	4.54E-06	0	3.18E-05	4.54E-06	9.08E-06	0	0	1.36E-05	1.82E-05	4.54E-06	0	1.36E-05	9.08E-06
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.000363212	0.000335971	0.000204307	0.000104423	0.000172526	0.000326891	6.36E-05	0.001071476	0.000127124	0.000118044	0.000167986	4.09E-05	0.000408614	0.000145285	0.000140745	9.53E-05	0.001225841	0.000367752
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	0.000662862	0.000394993	0.000540278	0.000558439	0.000335971	0.000980673	0.000118044	4.09E-05	0	5.90E-05	0.000503957	8.17E-05	0	0.000317811	2.27E-05	7.72E-05	0.000181606	0.000463095
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57	0.001266702	0.001593593	0.006796606	0.00059476	0.003096383	0.00179336	0.000744585	0.001398366	5.45E-05	4.09E-05	3.63E-05	1.36E-05	0.000190686	8.17E-05	2.72E-05	0.000108964	0.002292776	0.000690103
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	0	2.27E-05	0	0	0	0	0	0	0	0	9.08E-06	0	2.72E-05	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales]	0.055816614	0.051212901	0.069632293	0.045587654	0.055848395	0.025960582	0.055961899	0.067371298	0.015495535	0.02348166	0.050731645	0.012607999	0.032970575	0.022328462	0.032353115	0.053909751	0.103815089	0.050227689
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	0.00691011	0.014051767	0.00512129	0.014664687	0.005230254	0.002424441	0.002260995	0.013706715	0.00151187	0.000758205	0.006982752	0.000553898	0.002651448	0.007927103	0.006474255	0.042681958	0.063466768	0.034523307
k__Bacteria;p__WPS-2;c__;o__	0.002783112	0.003672982	0.003205346	0.005548064	0.004004413	0.001843301	0.013121036	1.82E-05	0.027794803	0.007618373	0.012122203	0.002465302	0.000227008	0.004245041	0.001461929	0.002510703	5.45E-05	0.003178106
k__Bacteria;p__WS1;c__;o__	0	1.82E-05	4.09E-05	0	2.27E-05	0	9.08E-06	0	3.18E-05	0	4.54E-06	1.36E-05	4.99E-05	1.82E-05	9.08E-06	0	0	2.27E-05
k__Bacteria;p__WS2;c__SHA-109;o__	1.36E-05	0	0	0	9.08E-06	0	0	1.36E-05	0	0	0	0	1.36E-05	1.36E-05	0	0	0	4.54E-06
k__Bacteria;p__WS3;c__PRR-12;Other	9.08E-06	0	0	0	4.54E-06	0	0	0	4.54E-06	9.08E-06	0	0	1.82E-05	0	0	4.54E-06	0	1.82E-05
k__Bacteria;p__WS3;c__PRR-12;o__	0.000118044	0.000104423	4.54E-05	1.82E-05	4.54E-05	0	9.08E-06	3.63E-05	4.54E-05	2.72E-05	9.08E-06	1.82E-05	5.45E-05	3.18E-05	2.27E-05	2.72E-05	1.36E-05	5.45E-05
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	0.000572059	0.000749125	0.000158905	1.36E-05	0.000476716	4.09E-05	4.09E-05	0.000712804	0.00030419	0.000104423	4.09E-05	9.53E-05	0.000385913	0.000186146	0.00029965	0.000163445	0.000276949	0.000440395
k__Bacteria;p__WS3;c__PRR-12;o__PBS-III-9	2.72E-05	2.27E-05	4.54E-06	4.54E-06	4.09E-05	4.54E-06	0	0	9.08E-06	9.08E-06	9.08E-06	0	1.82E-05	0	0	4.54E-06	4.54E-06	4.54E-06
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1	0.003282529	0.002174732	0.001248541	0.000267869	0.001253082	0.000140745	0.00030873	0.008630827	0.001107797	0.000830848	0.000258789	0.000317811	0.001698016	0.000799067	0.000676482	0.000726424	0.011277735	0.002152031
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	9.08E-06	0	9.08E-06	9.08E-06	1.82E-05	4.54E-06	0	4.54E-05	3.63E-05	4.54E-06	0	0	9.08E-06	0	9.08E-06	0	9.08E-06	5.45E-05
k__Bacteria;p__WS4;c__;o__	0.000276949	0.000404073	0.000104423	3.63E-05	9.53E-05	0	1.36E-05	4.54E-06	6.36E-05	5.45E-05	1.36E-05	2.72E-05	0.00028603	4.09E-05	8.17E-05	7.72E-05	1.36E-05	0.000222467
k__Bacteria;p__WS5;c__;o__	9.08E-06	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	4.54E-06	9.08E-06	0	0
k__Bacteria;p__WWE1;c__[Cloacamonae];o__[Cloacamonales]	0.000104423	6.81E-05	1.36E-05	0	8.17E-05	0	0	1.36E-05	1.82E-05	1.82E-05	0	4.54E-06	4.99E-05	1.36E-05	1.82E-05	3.18E-05	2.72E-05	8.17E-05
k__Bacteria;p__[Caldithrix];c__KSB1;o__Ucn15732	2.72E-05	0	0	0	1.36E-05	4.54E-06	4.54E-06	0	0	4.54E-06	0	0	4.09E-05	0	0	0	4.54E-06	1.36E-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0	9.08E-06	2.72E-05	0	0	0	0	0	2.27E-05	9.08E-06	0	4.54E-06	1.82E-05	2.27E-05	0	2.27E-05	0	4.54E-06
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0.001843301	0	0	0	0	0
