Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas	3.18E-05	9.08E-06	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;Other	0.000826307	0.001153198	0.000435854	0.000204307	0.001089636	0.000172526	0.000322351	0.001085096	0.000867169	0.000422234	0.000199767	0.000390453	0.0018206	0.000422234	0.000503957	0.000767285	0.00029511	0.001575432
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__	0.018905188	0.017715669	0.010269821	0.001861462	0.009597879	0.001530031	0.002606047	0.002288236	0.007468548	0.004540151	0.001779739	0.003150865	0.011772611	0.006111043	0.00572513	0.004590092	0.002265535	0.01053769
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter	0.077609338	0.072964764	0.037855778	0.006542357	0.041887432	0.006869248	0.010455967	0.085554602	0.031495026	0.018564677	0.007790899	0.011690888	0.054908584	0.025334042	0.023926595	0.019772357	0.01052407	0.051567033
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;Other	0.001298483	0.001057855	0.00059022	0.000104423	0.000662862	6.81E-05	0.000158905	0.000199767	0.000503957	0.000236088	0.000127124	0.00030873	0.0017979	0.000726424	0.000721884	0.000549358	0.000222467	0.001103257
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;g__	0.002392659	0.003704763	0.001584513	0.000394993	0.001779739	0.000236088	0.000490336	0.000671942	0.001489169	0.000794526	0.000245168	0.000426774	0.001625374	0.001471009	0.001044235	0.00090803	0.000399533	0.002392659
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;g__Desulfuromonas	4.54E-06	9.08E-06	0	0	0	0	4.54E-06	0	0	0	9.08E-06	0	4.54E-06	9.08E-06	1.36E-05	9.08E-06	0	9.08E-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;g__Pelobacter	0.000249708	0.000181606	1.82E-05	9.08E-06	0.000122584	2.27E-05	3.63E-05	4.99E-05	0.000140745	9.08E-05	7.26E-05	4.54E-05	0.000190686	4.99E-05	2.72E-05	2.72E-05	4.54E-06	5.90E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__;g__	0.000140745	0.000281489	0.00029057	0.000118044	0.000149825	0.000136205	0.000340511	0.000367752	8.17E-05	3.63E-05	0.000249708	0.000476716	6.36E-05	0.000326891	0.000240628	7.26E-05	0.000762745	0.000113504
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09;f__;g__	5.45E-05	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	1.36E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__IndB3-24;f__;g__	0	0	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MBNT15;f__;g__	7.72E-05	0.000158905	4.99E-05	2.27E-05	3.18E-05	0	9.08E-06	6.36E-05	1.36E-05	1.36E-05	0	6.36E-05	0.000830848	9.99E-05	4.09E-05	4.54E-05	3.18E-05	0.000154365
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__;g__	0.001230381	0.001548191	0.003282529	0.00179336	0.0018206	0.002842134	0.004140618	0.001956805	0.001343885	0.000131664	0.00331431	0.000712804	0.000458555	0.003191726	0.002547025	0.002637828	0.001897783	0.00088987
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;Other;Other	9.08E-05	0.000149825	2.72E-05	3.18E-05	0.000108964	4.54E-06	3.18E-05	0.000145285	7.26E-05	9.08E-06	9.08E-06	5.45E-05	0.000240628	4.09E-05	4.99E-05	2.72E-05	0.000340511	0.000104423
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__	0.013565971	0.01293489	0.008998579	0.010174478	0.010006492	0.015000658	0.01085096	0.01988132	0.005171232	0.001561812	0.011264114	0.004467508	0.008453761	0.004898823	0.00543002	0.006814766	0.016335463	0.007899862
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20;g__	4.54E-06	4.54E-05	3.18E-05	2.27E-05	0	1.36E-05	6.81E-05	2.72E-05	3.18E-05	9.08E-06	8.17E-05	1.36E-05	0.000122584	5.45E-05	4.09E-05	0.000145285	4.54E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;Other	0	0	0	9.08E-06	9.08E-06	0	0	0	4.54E-06	0	0	0	0	0	0	4.54E-06	4.54E-06	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Cystobacter	0	9.08E-06	4.54E-06	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacterineae;g__	0.000190686	0.000140745	0.000118044	0.000231548	0.000190686	0.000358672	0.000177066	0.001107797	9.53E-05	2.72E-05	0.000177066	9.08E-05	0.000154365	9.99E-05	6.36E-05	2.72E-05	0.000281489	0.000145285
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;Other	0	0	0	0	0	0	0	5.45E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__	0.002524324	0.002528864	0.002365419	0.000658322	0.001407447	0.001380206	0.00059476	0.003813727	0.003450515	0.0005993	0.001066935	0.000435854	0.002074849	0.000690103	0.000794526	0.000708264	0.004730837	0.001943185
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium	0	0	0	0	0	0	0	9.08E-06	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;Other	9.08E-06	0	0	0	0	0	0	9.08E-06	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__	0.000930731	7.72E-05	0.000376833	0.000921651	0.00029057	0.000549358	0.001707097	0.000671942	2.72E-05	0	0.000785446	5.90E-05	2.27E-05	0.000104423	9.99E-05	0.000390453	0.000858089	2.27E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Anaeromyxobacter	0.005779612	0.005044108	0.003114543	0.000930731	0.003386953	0.000463095	0.001452848	0.001484629	0.002342718	0.001098716	0.000812687	0.00061292	0.003995333	0.001416527	0.001303023	0.001275782	0.000808147	0.004308603
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Myxococcus	1.82E-05	4.54E-06	1.82E-05	9.08E-06	2.27E-05	9.08E-06	0	0.00181152	0	0	4.54E-06	0	4.54E-06	1.36E-05	0	0	6.81E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis	2.72E-05	4.09E-05	1.36E-05	4.54E-06	4.54E-06	0	0	0	1.36E-05	1.36E-05	0	0	0.000122584	1.36E-05	0	0	1.82E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Plesiocystis	9.53E-05	0.000118044	2.72E-05	9.08E-06	4.54E-05	9.08E-06	4.54E-06	4.09E-05	2.72E-05	0	9.08E-06	4.54E-05	8.63E-05	1.82E-05	3.63E-05	5.45E-05	1.82E-05	7.72E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27;g__	0.000394993	0.000272409	0.000172526	0.000108964	0.000208847	1.36E-05	6.36E-05	0.000345051	0.000136205	5.90E-05	3.63E-05	9.08E-05	0.000585679	0.000177066	0.000181606	0.000177066	0.000127124	0.000272409
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;Other	4.99E-05	0	4.09E-05	1.82E-05	5.45E-05	6.81E-05	0	0.000149825	3.18E-05	1.36E-05	0.000145285	1.36E-05	5.45E-05	2.27E-05	6.36E-05	6.36E-05	0.000276949	8.17E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__	0.000562979	0.000399533	0.000885329	0.000494876	0.000572059	0.001448308	0.000267869	0.001779739	0.000172526	8.63E-05	0.000535738	0.000149825	0.000458555	0.000149825	0.000217927	0.000567519	0.00180244	0.000444935
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Aetherobacter	0	0	0	0	0	0	4.54E-06	0	0	0	4.54E-06	1.36E-05	0	0	0	0	4.54E-06	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Chondromyces	0	0	0	0	0	1.36E-05	0	9.08E-06	0	0	9.08E-06	0	0	0	4.54E-06	3.63E-05	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Polyangium	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium	0	0	0	0	0	0	0	0.000172526	0	0	0	0	0	0	0	0	3.18E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;Other;Other	0	9.08E-06	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	4.54E-06	9.08E-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__;g__	0.000190686	0.000195226	7.72E-05	4.54E-06	0.000131664	1.36E-05	9.08E-06	0.000349592	9.53E-05	4.54E-05	2.72E-05	4.09E-05	0.000163445	5.90E-05	5.90E-05	4.09E-05	2.72E-05	9.08E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__JTB38;g__	2.27E-05	4.54E-05	9.08E-06	0	3.18E-05	0	0	0	1.36E-05	0	9.08E-06	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__MND4;g__	0.000131664	5.45E-05	0	1.82E-05	3.18E-05	9.08E-06	2.72E-05	0.001607213	4.09E-05	1.82E-05	1.82E-05	1.36E-05	0.000104423	1.36E-05	4.09E-05	4.09E-05	0.000113504	0.000131664
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-i;g__	0.000345051	0.000236088	0.000177066	2.27E-05	0.000145285	1.82E-05	5.90E-05	0.000712804	7.72E-05	2.27E-05	2.27E-05	1.82E-05	0.000104423	0.000118044	5.90E-05	0.000118044	0.000272409	0.00029965
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NKB15;f__;g__	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__;g__	0.000440395	0.000717344	0.000463095	0.00029057	0.000354132	0.000367752	0.000540278	0.000390453	9.08E-06	3.18E-05	0.000440395	0.000208847	0.000108964	7.72E-05	6.36E-05	6.36E-05	0.000449475	0.000276949
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sva0853;f__JTB36;g__	9.08E-06	1.36E-05	0.000394993	1.36E-05	0.001734338	0	2.27E-05	0.000558439	9.08E-06	0	4.54E-06	0	0.000158905	1.36E-05	1.36E-05	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;Other	0	1.82E-05	0	0	4.54E-06	0	0	4.54E-06	0	0	0	0	4.54E-06	1.82E-05	9.08E-06	4.54E-06	0	2.27E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__	0.001062395	0.001007913	0.000476716	0.000140745	0.0005993	9.53E-05	0.000149825	0.000363212	0.000481256	0.000177066	0.000131664	0.000122584	0.000821767	0.00030873	0.000236088	0.000217927	0.000208847	0.000667402
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile	5.45E-05	0	0	0	2.27E-05	0	0	0	4.54E-06	0	0	4.54E-06	0	0	9.08E-06	4.54E-06	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Smithella	0	1.82E-05	0	0	1.36E-05	4.54E-06	0	0	0	0	0	0	7.72E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Syntrophus	0.000481256	0.000444935	0.000131664	3.18E-05	0.000245168	3.63E-05	8.17E-05	8.63E-05	0.000177066	8.63E-05	9.08E-05	6.81E-05	0.000317811	0.000158905	0.000177066	0.000118044	6.81E-05	0.000399533
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;Other	9.08E-06	4.09E-05	1.82E-05	0	1.36E-05	0	4.54E-06	0	0	4.54E-06	9.08E-06	0	0	0	4.54E-06	2.27E-05	1.36E-05	4.99E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__	0.009529777	0.008862374	0.013974584	0.012485415	0.014383198	0.007382285	0.010673895	0.036584535	0.01956351	0.033910387	0.002320017	0.019191218	0.166351126	0.011463881	0.018632779	0.046591028	0.017257113	0.030005857
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfovirga	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter	0.002206513	0.001961345	0.000762745	0.000136205	0.000862629	0.000145285	0.000276949	0.000263329	0.000876249	0.000349592	0.000181606	0.000254248	0.001411987	0.000699183	0.000708264	0.000345051	0.000190686	0.001693476
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophorhabdaceae;g__	0.000694643	0.000272409	0.000372292	6.81E-05	0.000245168	3.63E-05	8.63E-05	4.09E-05	0.000236088	0.000122584	2.27E-05	8.17E-05	0.000381373	0.000122584	0.000186146	9.53E-05	5.45E-05	0.000481256
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Thermodesulfobacteriales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales];f__;g__	9.08E-05	4.99E-05	4.54E-06	0	0	9.08E-06	1.36E-05	0	0	4.54E-06	1.82E-05	0	2.27E-05	4.54E-06	4.54E-06	4.54E-06	9.08E-06	4.99E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales];f__[Entotheonellaceae];g__	0.000617461	0.000444935	0.000245168	5.45E-05	0.000199767	3.18E-05	4.99E-05	0.003173565	0.000217927	7.26E-05	3.63E-05	9.08E-05	0.000222467	0.000249708	0.000108964	5.90E-05	0.002578806	0.000349592
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__;g__	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	1.36E-05	9.08E-06	1.36E-05	0	3.18E-05	0	0	9.08E-06	0	0	0	0	9.08E-06	0	0	4.54E-06	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Sulfurospirillum	0	3.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Flexispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas	0	3.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.000354132	9.53E-05	0.000249708	0.00030873	0.001139578	0.000771826	0.00029057	0.000104423	4.09E-05	9.08E-06	0.00030873	3.18E-05	0.001906863	3.63E-05	0.000140745	3.18E-05	9.08E-05	0.000118044
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	0.001135038	0.000494876	0.001221301	0.001648075	0.003545858	0.001747958	0.006864708	0.000880789	0.000367752	0.000113504	0.000131664	6.36E-05	0.0005993	0.000190686	0.000177066	0.000158905	0.000272409	0.000485796
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;f__;g__	0	3.63E-05	0	0	1.82E-05	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__;g__	0	1.82E-05	0	0	1.36E-05	0	0	2.27E-05	0	1.36E-05	4.54E-06	0	0	0	9.08E-06	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;Other	0	0	9.08E-06	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__	6.36E-05	4.54E-06	5.90E-05	0	3.63E-05	0	9.08E-06	0	1.36E-05	1.82E-05	0	9.08E-06	5.45E-05	0	1.82E-05	0	0	2.27E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;Other;Other	9.08E-06	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	4.54E-06	0	0	4.54E-06	1.36E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__;g__	9.08E-06	2.72E-05	1.36E-05	1.82E-05	1.82E-05	0	0	0	0	0	0	0	0	4.54E-06	0	4.54E-06	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__125ds10;g__	0	0	0	0	0	0	0	0.000167986	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20;g__	0.000227008	0.000254248	0.000140745	2.27E-05	6.36E-05	1.36E-05	2.27E-05	9.99E-05	0.000181606	3.18E-05	1.82E-05	5.90E-05	0.000145285	4.09E-05	0.000108964	5.45E-05	2.72E-05	0.000127124
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;Other	0	1.36E-05	4.54E-06	0	0	0	0	4.54E-06	0	0	0	0	0	4.54E-06	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__	0	1.36E-05	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Cellvibrio	4.54E-06	4.54E-06	0	0	0	0	0	4.09E-05	0	4.54E-06	0	0	3.63E-05	4.54E-06	0	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Glaciecola	0	2.72E-05	1.36E-05	0	0	4.54E-06	0	0	0	0	9.08E-06	0	9.08E-06	0	4.54E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__HB2-32-21	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__ZD0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__	0	0	4.54E-06	0	0	0	0	0	0	0	4.54E-06	0	4.54E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassomonas	0	0	0	0	9.08E-06	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188;Other	0	0	9.08E-06	0	0	0	0	0	4.54E-06	0	0	4.54E-06	2.72E-05	9.08E-06	0	9.08E-06	0	1.36E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188;g__	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	9.08E-06	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188;g__HTCC	1.36E-05	4.54E-06	2.27E-05	0	4.54E-06	0	4.54E-06	0	0	0	0	0	1.82E-05	9.08E-06	4.99E-05	0	0	2.72E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60;Other	0	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60;g__	5.45E-05	7.72E-05	3.18E-05	4.54E-06	3.18E-05	4.54E-06	1.36E-05	1.36E-05	3.18E-05	4.09E-05	4.54E-06	1.36E-05	4.54E-06	3.63E-05	2.72E-05	2.27E-05	1.82E-05	5.90E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60;g__Congregibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;Other	0	0	1.36E-05	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	4.09E-05	0	9.08E-06	0	3.63E-05	9.08E-06	4.54E-06	9.08E-06	3.18E-05	2.27E-05	4.54E-06	9.08E-06	3.63E-05	1.82E-05	0	2.72E-05	4.54E-06	9.08E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae];Other	2.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae];g__Rheinheimera	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;Other;Other	4.54E-06	1.36E-05	9.08E-06	1.36E-05	4.54E-06	1.36E-05	3.18E-05	4.54E-06	4.54E-06	0	2.72E-05	1.36E-05	0.000490336	1.82E-05	4.54E-06	9.08E-06	1.36E-05	1.82E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__	0.000190686	0.000349592	0.000149825	5.45E-05	0.000154365	5.90E-05	8.17E-05	0.00029511	9.08E-05	3.63E-05	2.72E-05	3.63E-05	0.001761579	6.36E-05	4.99E-05	7.26E-05	5.45E-05	0.000149825
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__	0	0	0	0	9.08E-06	0	9.08E-06	0	0	0	4.54E-06	0	9.08E-06	0	0	0	9.08E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;Other	0	0	0	0	0	0	0	0	0.000385913	2.27E-05	0	0	2.72E-05	0	2.27E-05	4.54E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__	0.000821767	0.0005993	0.000127124	0.000485796	0.000835388	0.000658322	0.001357505	4.54E-06	9.08E-06	0	0.000544818	5.90E-05	0.002987419	3.18E-05	0.000367752	1.82E-05	2.27E-05	0.000127124
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Halorhodospira	0	0	0	0	0	0	0	9.08E-06	0	0	9.08E-06	0	1.36E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0	2.27E-05	0	1.36E-05	9.08E-06	4.54E-06	4.54E-06	0	2.72E-05	3.18E-05	2.27E-05	0	9.08E-06	0	3.63E-05	0	3.63E-05	0
